hostname;ip;;versao;coleta_lic;pleft;
ra22550.rpo.brad;172.25.103.148;AGP 2710  ARARAQUARA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra39203.rce.brad;172.26.126.2; BDN PAA 35434 BDN PAA ARACOIABA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04159ag.pae.brad;172.25.249.212;AG 3708 EMPRESAS PORTO ALEGRE;C2600 (C2600-IS-M) versao:12.2(17a);n;-;
ra050029.fla.brad;172.25.223.116;BDN 8370 TECNOMECANICA ESMALTEC;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra12013.igs.brad;172.25.203.148;PAB 19 EXPRESSO ARACATUBA - AG 0277;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04158ag.pae.brad;172.25.249.204;AG 3683 EMPRESAS STA CRUZ DO SUL;C2600 (C2600-IS-M) versao:12.2(17a);n;-;
ra11998bd.cens.brad;172.24.114.236;BDN 7744 ATM NUCLEN ENG. SERVICOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22867.sdr.brad;172.25.214.12;3601 AG IBIPEBA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra12475bd.rpo.brad;172.25.95.132;BDN 20460 BDN CENTRO COMERCIAL SAVEGNAGO RIB. PRETO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22423.gna.brad;172.25.73.84;0253 AG RUBIATABA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra21189bd.mke.brad;172.25.124.204;BDN 25316 SUPER GUANABARA FILIAL 18;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038920.vta.brad;172.25.185.220; 8075 - BDN AUTO P BARRIGAO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra050091.cas.brad;172.24.162.196;AG. AVENIDA DOS ESPORTES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051293.lda.brad;172.25.254.132;PAB 14 PAB VIACAO GARCIA SA - AG 560;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra031481.vta.brad;172.25.240.148;AG. 1481 - NOVA VENECIA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04376.cens.brad;172.25.142.92;2753 AG RUA LOPES QUINTAS - URJ;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra031142.fla.brad;172.25.101.252;1142 AG SAO MATEUS DO MARANHAO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051915.nct.brad;172.24.125.36;AG. AV. JOAQUINA RAMALHO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra038171.bru.brad;172.17.78.108; BDN 28503 PAA CAMPOS NOVOS PAULISTA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra30008.bru.brad;172.27.30.52;AG. 0008 - POMPEIA;C2600 (C2600-IS-M) versao:12.2(8)T5;n;-;
ra19528bd.cens.brad;172.24.165.124;BDN 7031 ASSOC SALGADO OLIVEIRA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra11322.vta.brad;172.24.142.76;3264 AGP VITORIA;C2600 (C2600-IS-M) versao:12.2(17a);n;-;
ra22778.vta.brad;172.25.173.228;0573 AG ATALEIA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22724.bhe.brad;172.25.169.28;1850 AG PALMARES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22436.pga.brad;172.25.228.28;AG. 15532 CASTRO - INTERFACE;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra056067.cas.brad;172.25.228.204;28620  28621 BDN EXTRA ABOLIGCO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra22431.ula.brad;172.25.19.244;3255 AG ITURAMA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra038154bd.sat1.brad;172.17.77.124; BDN 28442 PAA PIRANGUCU;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra022576.srr.brad;172.27.30.244;AG 0028 BILAC;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra031121.sat3.brad;172.27.57.68;AG. 1121 - SOBRALIA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra29997bd.jai.brad;172.24.90.196;BDN 14215 EBF-VAZ INDUSTRIA E COMERCIO LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra055654.cens.brad;172.25.88.236;28754 BDN SHOPPING TIME CENTER RECREIO;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra035009bd.sat1.brad;172.17.63.92; BDN 28067 PAA PAIVA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra30708ag.sat1.brad;172.27.73.100;AG. 0708 - GUAJARA MIRIM;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra01148.sts.brad;172.25.85.172;20004 BDN SUPERMERCADO CACULA LTDA;C1700 (C1700-BNR2SY7-M) versao:12.3(17a);n;-;
ra17399ag.fla.brad;172.24.222.36;0610 AG BAIRRO SCO GERALDO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035848bd.sat1.brad;172.17.46.12; BDN 27189 SAO JOAO DA PARAUNA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra05325bd.csr.brad;172.25.38.84;BDN RDC SUPERMERCADOS LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra03760pb.rpo.brad;172.24.158.204;PAB 01 TECUMSEH 1 - AG 0217;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra08673ag.bhe.brad;172.25.152.100;AG 1891 NOVA LIMA;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra055762.cta.brad;172.25.150.4;BDN 28770 ANGELONI BIGORRILHO - INTERFACE;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra04520ag.pae.brad;172.25.249.164;0491 AG OTAVIO ROCHA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra052075.mbi.brad;172.24.127.76;PAB PAB BRAD PAB SEMP TOSHIBA INFORMATICA LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19508bd.sdr.brad;172.24.214.196;BDN 9866 PAE BOMPREGO CENTRO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra055599.poc.brad;172.25.57.220;28580 BDN SUPERMERCADO IRMAOS LOPES VILA AUGUSTA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra35427.csl.brad;172.26.127.102; BDN PAA 26592 BDN PAA ARARICA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra038226.bru.brad;172.26.128.254; BDN PAA 28716 BDN PAA MARILIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra31610.sts.brad;172.27.39.148;AG. 1610 ITANHAEM;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra059403.cta.brad;;;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra055540.fla.brad;172.24.195.84;28651 BDN POSTO SETE CARIOCA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051460.nct.brad;172.24.46.100;1201 AG AV DOM PEDRO II;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra038006.vta.brad;172.24.115.156;PAB 3113-07 CIA VALE DO RIO DOCE - CVRD;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra26389bd.sat2.brad;172.27.117.76;BDN 25537 SUPERMERCADO BRETS RIO VERDE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra054453.mke.brad;172.24.5.124;28082 BDN POSTO COCKPIT;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra05130bd.soc.brad;172.25.20.236;BDN 20111 SHOPPING ITAPENITINGA - SP;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra053601.pcs.brad;172.24.3.212;28086 BDN SEPERMERCADO UNISSUL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19753bd.cens.brad;172.24.224.28;BDN 8032 TV GLOBO I;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra054435.tte.brad;172.24.9.212;27592 BDN BURITI SHOPPING GUARA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04189bd.soc.brad;172.25.103.196;BDN 12608 ACOS VILLARES S/A;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra051941.sdr.brad;172.25.192.108;  14796 BDN PAE CAMARA MUN DE FEIRA DE SANTANA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra08432.mbi.brad;172.24.18.172;0108 AG VL MARIANA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra053430.cbf.brad;172.24.187.84;28107 BDN SUPERMERCADO WAL MART MACAE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra30372.jve.brad;172.27.88.36;AG. 0372 S.FRANCISCO SUL;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra053119.bru.brad;172.24.192.204;27383 BDN SUPERMERCADO CONFIANCA CASTELO BRANCO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra21934.pae.brad;172.25.128.156;BDN 27146 POSTO KIOSQUE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra050012.jai.brad;172.24.90.244;POSTO DE SERVICO CACULA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra26028.rpo.brad;172.26.252.58; 21800 - BDN SUPERMERCADO MIALICH JARDIM FLORESTAN FERNANDES;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra055661.rpo.brad;172.25.246.4;28774 BDN SUPERMERCADO MIALICH QUINTINO FACCI;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra26256.csl.brad;172.25.162.132; 22709 - RODOVIARIA DE SANTA MARIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra16542ag.mns.brad;172.24.184.20;0938 AGP BOULEVARD URB MANAUS AM;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra22164.pga.brad;172.25.140.228;945 AG TURVO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04824.pjk.brad;172.25.25.108;2885 AG ATALIBA LEONEL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra26424bd.sat2.brad;172.27.130.140;BDN 25596 HIPERMERCADO CARREFOUR SANTA MARIA;;n;-;
ra054205.jpa.brad;172.24.7.124;28369 BDN MAXXI CAMPINA GRANDE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22153.cba.brad;172.25.140.140;479 AG NOBRES;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra12406bd.soc.brad;172.25.61.244;BDN 8091 CARREFOUR SOROCABA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra38557bd.sat1.brad;172.27.16.236;BDN 22647 BDN PAA PREFEITURA DE PERI-MIRIM;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra030340.csl.brad;172.26.128.194;AG. 0340 - CAMPOS NOVOS;C2600 (C2600-IS-M) versao:12.2(8)T5;n;-;
ra055185.lda.brad;172.25.63.148;28187 BDN POSTO INDUSVILLE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra12405bd.soc.brad;172.24.77.236;BDN 0783 CARREF.SOROCABA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra19682.cas.brad;172.24.96.172;BDN 3198 MERCEDES BENS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39022bd.sat2.brad;172.27.172.28;40379 BDN PAG SIEMENS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra19143bd.vta.brad;172.24.166.68;BDN 8824 RODOV. VITORIA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22833.sdr.brad;172.25.234.164;3692 AG MILAGRES;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra20811pb.cas.brad;172.25.77.212;PAB 04 VB TRANSPORTES E CARGAS - AG 0605;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19600bd.pat.brad;172.24.141.140;BDN 21632 SOS FARMA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra18679bd.fla.brad;172.24.195.68;BDN 10352 / 27524 CARREFOUR BARAO STUDART;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra055226.nct.brad;172.25.41.36;  28178_28179 BDN SHOPPING METRO BOULEVARD TATUAPE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra05357bd.sdr.brad;172.25.214.116;12408 BDN PAE ENGENHARIA RURAL;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22624.gna.brad;172.25.3.212;AG 3414 AV. PRESIDENTE VARGAS;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra30381ag.sat1.brad;172.27.88.124;AG 0381 TIMBO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra12190bd.cas.brad;172.24.76.116;BDN 7887 ATM BDN PAE CPFL - CAMPINAS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra19594bd.csl.brad;172.24.254.204;BDN 5971 RANDON S.A.;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra30348.fns.brad;;;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035747bd.sat1.brad;172.17.39.108;BDN 26699 RESTAURANTE MENINA LOCATELLI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra052416.bru.brad;172.24.232.196;BDN 27420 SUPERMERCADO CENTRAL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra01432.cens.brad;172.25.110.124;AG 3369 EMPRESAS CENTRAL RJ;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra21001bd.igs.brad;172.25.81.196;BDN 40549 ROSSET & CIA LTDA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19559.cas.brad;172.24.96.76;BDN 22436 COVABRA CAMPINAS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra39738.nct.brad;172.24.48.212; BDN 10149 E 20841 EXTRA PENHA II;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra10470ag.bnu.brad;172.25.228.148;3117 AG RUA PRESIDENTE KENNEDY;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04572ag.ave.brad;172.25.65.76;2816 AG AV DR PRESTES MAIA;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra19474bd.vta.brad;172.24.165.60;BDN 21789 LARANJEIRAS SHOPPING;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra06113bd.igs.brad;172.25.30.156;1372 BDN HIPERMERCADO EXTRA MOGI DAS CRUZES;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra050060.rce.brad;172.24.136.196;AG.GRUTA DE LOURDES - URB. MACEIO - AL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra03706pb.cas.brad;;;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra30319.cas.brad;172.27.35.68;AG. 0319 - PEDREIRA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra14109bd.cba.brad;172.25.192.100; BDN 20317 GANHA TEMPO CUIABA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra021287.bhe.brad;172.25.155.204;0940 AG BAIRRO SAO BENEDITO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra16701pb.jpa.brad;172.24.201.108;PAB 0321-12 LOJAS RIACHUELO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra038183bd.sat1.brad;172.17.79.76; BDN 28536 PAA MESSIAS TARGINO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04259ag.bhe.brad;172.25.162.92;3417 AG AV BARBACENA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19588bd.igs.brad;172.24.71.84;BDN 12192  TEC SER FAC MANAGEMENT LTDA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra09827bd.mke.brad;172.25.123.9;BDN MODELO - BDN 3998 - SUPERMERCADO CONTINENTE P. MIGUEL - INTERFACE DE;1841 (C1841-ENTBASEK9-M) versao:12.4(5a);n;-;
ra051185.bhe.brad;172.24.158.44;1100 AG BAIRRO GUARANI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22306.mga.brad;172.25.21.212;AG. 0183 SANTA CRUZ MONTE CASTELO - INTERFACE;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra008610.enc.brad;172.26.137.22;AG 0556 TRES RIOS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra16141pb.cta.brad;172.24.179.164;PAB 13 IBQ INDUSTRIA QUIMICAS LTDA - AG 49;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra15791pb.sbo.brad;172.25.113.148;PAB 05 PAB FORD 90 (SUB-MONT AUTO 101)  - AG 0866;C2600 (C2600-IS-M) versao:12.0(8.0.2)T;n;-;
ra051422.blm.brad;172.25.129.236;BDN 26413 BDN AEROPORTO INTERNACIONAL DE BELEM;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22222.mga.brad;172.25.39.204;AG. 1559 ANDIRA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra21068bd.igs.brad;172.25.80.252;BDN 2131 MOTO HONDA AMAZONIA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra050267.rce.brad;172.25.210.244;BDN 25789 SUPER TODO DIA CARPINA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra055568.bru.brad;172.25.93.12;50110 BDN PAA PREFEITURA MUNICIPAL DE ITAI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra059438.mbi.brad;172.26.130.100;AG AV PRESIDENTE VARGAS;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra035386bd.sat1.brad;172.17.11.172;BDN 14613 PREFEITURA MUNICIPAL DE ARARI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051707.ula.brad;172.25.151.28;PAB 1 PAB CARGIL AGRICOLA SA - AG 2234;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra001302.pat.brad;172.24.12.108;2593 AGP CARLOS DE CAMPOS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra17841bd.mns.brad;;;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra050363.mbi.brad;172.25.28.52;BDN 25828 (MASTER) / 25829 / 25830 BDN TERM ROD SACOMA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra054457.pvo.brad;172.24.1.188;28192 BDN SUPERMERCADO IRMAOS GONCALVES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra21931.bnu.brad;172.25.128.100;BDN 14828 WEG S.A;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra38577bd.sat2.brad;172.27.190.252;6279 BDN PAE ATACADAO  - MORADA VERDE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19182ag.blm.brad;172.24.221.100;AGS 3771 BELEM III NORDESTE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra004333.cdl.brad;172.25.116.164;1417 AG MERC  S SEBASTIAO;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra004749.igs.brad;172.25.22.228;2476 AG VILA CARIOCA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra035876bd.sat1.brad;172.17.48.12; BDN 27246 PAA PALESTINA DO PARA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra08621ag.cens.brad;172.25.144.60;0448 AG HADDOCK LOBO;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra039213.poc.brad;172.27.222.220;BDN 21243 BDN MINAS SUL SHOPPING;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra26385.bsa.brad;172.26.255.34;22883 BDN ATACADAO GIRASSOL;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22132.cpe.brad;172.25.1.172;1536 AG BONITO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra38926.bhe.brad;172.25.181.156;6943 BDN SUPERM. BRETAS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra12426bd.sts.brad;172.24.64.196;BDN 6146 SUPERMERCADO BARATEIRO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04893ag.sjc.brad;172.25.102.204;2721 AG DR ADEMAR BARROS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra18647bd.rpo.brad;172.24.92.188;BDN 8381 ASS S BENTO ENSINO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22894.nct.brad;172.24.142.100;PAB 01 PRIME TRIBUNAL DE CONTAS SP - AG 3245;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra051940.pae.brad;172.24.250.124;AG. TUPANCIRETA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22805.sdr.brad;172.25.127.44;3677 AG SERRA PRETA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04752.poc.brad;172.25.39.12;2500 AG AV CORIFEU AZ MARQUES;1841 (C1841-ENTSERVICESK9-M) versao:12.4(25a);n;-;
ra08729ag.tte.brad;172.25.81.44;AG 2464 S. BENTO DO SAPUCAI;C2600 (C2600-IS-M) versao:12.2(17a);n;-;
ra059647.blm.brad;172.26.244.138;29448 BDN SUPERMERCADO CAMPOS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra035073.bru.brad;172.25.181.220; BDN 27949 PAA TRABIJU;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39267bd.sat1.brad;172.27.252.172;BDN 22569 BDN PAA PREFEITURA AURELINO LEAL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra22801.sdr.brad;172.25.133.100;3572 AG ENCRUZILHADA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra05493bd.bhe.brad;172.25.147.180;BDN 10121 ACOMINAS;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra08790bd.bru.brad;172.25.134.140;BDN 6443 - ATM TILIBRA S.A.;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra053132.bnu.brad;172.24.249.156;14917 BDN PAE SOARESCIM INDUSTRIA E COMERCIO DE CALCADOS LTDA;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra22407.ula.brad;172.25.57.116;0589 AG SAO SIMAO;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra04696ag.mbi.brad;172.24.17.116;1464 AG ITAPECIRICA DA SERRA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra26024.cas.brad;172.25.22.124;12282 BDN HOSPITAL VERA CRUZ;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra010478.nct.brad;172.25.47.156;3504 AG TORRE JORGE FLORES;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra054179.cpe.brad;172.24.6.212;27871 BDN SUPERMERCADO ECONOMICA CAMPO GRANDE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04659ag.igs.brad;172.25.34.132;0559 AG RADIAL LESTE;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051153.cas.brad;172.25.96.204;BDN 26293 SUPERMERCADO POPULAR;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra04439ag.cdl.brad;172.24.124.92;3443 AG LARGO DA CANCELA;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra038099bd.sat1.brad;172.17.74.204; BDN 28323 PAA AMAPA DO MARANHAO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra03828ag.mns.brad;172.25.199.164;3715 AG AV CARVALHO LEAL;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra000965ag.cas.brad;172.25.87.76;AG 0215 AMERICANA;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra19436bd.cps.brad;172.24.165.4;BDN 21683 SUPERM. SENDAS LJ 1675;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra054182.cta.brad;172.24.6.116;28354 BDN SUPERMERCADO MUFFATO TARUMA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra19413bd.bnu.brad;172.24.157.148;BDN 22040 / 27346 TERM. ROD.INTER. DE ITAJAI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra39208ag.sat1.brad;172.27.165.60;AGS 3816 PORTO ALEGRE I PROSERV VI;C1700 (C1700-BNR2Y-M) versao:12.2(15)T16;n;-;
ra04631.mbi.brad;172.24.16.172;0299 AG TOBIAS BARRETO;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra035791bd.sat1.brad;172.17.42.44; BDN 27120 COCALINHO;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra051904.pae.brad;172.24.250.108;AG. ALTO PETROPOLIS;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra03985.igs.brad;172.24.15.212;1764 AGP MOGI DAS CRUZES;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra19493bd.igs.brad;172.24.71.4;BDN 10172 CARREFOUR GIOVANIO GRONCHI;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra052657.paa.brad;172.24.55.76;BDN 27291 AUTO POSTO SANTANA;1841 (C1841-ENTBASEK9-M) versao:12.4(5);n;-;
ra004479.pjk.brad;172.24.16.60;2732 AG JARDIM DAS NACOES;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra008407.tte.brad;172.25.53.180;AG 0225 SAO JOSE CAMPOS CENTRO;2800 (C2800NM-ENTBASE-M) versao:12.3(14)T5;n;-;
ra38707bd.sat2.brad;172.27.199.28;9732 BDN PAE DIMED PANVEL 2;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra17570bd.fla.brad;172.24.219.236;BDN 14951 PAB UNIV DO VALE DO ACARAU;C1700 (C1700-BNR2Y-M) versao:12.2(8)T5;n;-;
ra004428.cens.brad;172.25.107.132;AG.2987 LARGO DO JACARE - INTERFACE DE;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
ra22566.poc.brad;172.25.105.116;AGP 2680 VILA POMPEIA;2801 (C2801-ENTBASE-M) versao:12.3(14)T5;n;-;
